Image,class_label,filename,target,target_name,split
36152,8,36152,4,Accessories,train
36154,3,36154,0,Outerwear,train
36155,3,36155,0,Outerwear,train
36156,2,36156,0,Outerwear,train
36157,2,36157,0,Outerwear,train
36158,0,36158,1,Shirts,train
36159,7,36159,3,Low-top shoes,train
36161,0,36161,1,Shirts,train
36162,1,36162,2,Pants,train
36163,7,36163,3,Low-top shoes,train
36166,7,36166,3,Low-top shoes,train
36169,4,36169,0,Outerwear,train
36171,1,36171,2,Pants,train
36173,4,36173,0,Outerwear,train
36175,5,36175,3,Low-top shoes,train
36178,8,36178,4,Accessories,train
36179,3,36179,0,Outerwear,train
36183,3,36183,0,Outerwear,train
36184,0,36184,1,Shirts,train
36185,3,36185,0,Outerwear,train
36186,0,36186,1,Shirts,train
36187,6,36187,1,Shirts,train
36189,8,36189,4,Accessories,train
36190,3,36190,0,Outerwear,train
36192,3,36192,0,Outerwear,train
36193,0,36193,1,Shirts,train
36194,7,36194,3,Low-top shoes,train
36195,4,36195,0,Outerwear,train
36197,2,36197,0,Outerwear,train
36198,2,36198,0,Outerwear,train
36199,3,36199,0,Outerwear,train
36200,8,36200,4,Accessories,train
36201,0,36201,1,Shirts,train
36202,5,36202,3,Low-top shoes,train
36204,6,36204,1,Shirts,train
36205,0,36205,1,Shirts,train
36207,7,36207,3,Low-top shoes,train
36211,2,36211,0,Outerwear,train
36212,7,36212,3,Low-top shoes,train
36215,6,36215,1,Shirts,train
36217,2,36217,0,Outerwear,train
36218,1,36218,2,Pants,train
36220,3,36220,0,Outerwear,train
36221,4,36221,0,Outerwear,train
36222,1,36222,2,Pants,train
36223,4,36223,0,Outerwear,train
36224,0,36224,1,Shirts,train
36225,1,36225,2,Pants,train
36226,1,36226,2,Pants,train
36227,0,36227,1,Shirts,train
36230,3,36230,0,Outerwear,train
36232,5,36232,3,Low-top shoes,train
36233,7,36233,3,Low-top shoes,train
36234,4,36234,0,Outerwear,train
36235,4,36235,0,Outerwear,train
36236,5,36236,3,Low-top shoes,train
36237,4,36237,0,Outerwear,train
36239,7,36239,3,Low-top shoes,train
36241,4,36241,0,Outerwear,train
36242,4,36242,0,Outerwear,train
36246,2,36246,0,Outerwear,train
36249,2,36249,0,Outerwear,train
36255,3,36255,0,Outerwear,train
36256,7,36256,3,Low-top shoes,train
36257,8,36257,4,Accessories,train
36258,0,36258,1,Shirts,train
36259,3,36259,0,Outerwear,train
36260,2,36260,0,Outerwear,train
36261,6,36261,1,Shirts,train
36263,6,36263,1,Shirts,train
36264,3,36264,0,Outerwear,train
36265,7,36265,3,Low-top shoes,train
36267,3,36267,0,Outerwear,train
36269,3,36269,0,Outerwear,train
36271,5,36271,3,Low-top shoes,train
36272,7,36272,3,Low-top shoes,train
36273,3,36273,0,Outerwear,train
36274,1,36274,2,Pants,train
36276,3,36276,0,Outerwear,train
36277,4,36277,0,Outerwear,train
36278,0,36278,1,Shirts,train
36281,5,36281,3,Low-top shoes,train
36282,6,36282,1,Shirts,train
36283,7,36283,3,Low-top shoes,train
36284,5,36284,3,Low-top shoes,train
36285,2,36285,0,Outerwear,train
36286,4,36286,0,Outerwear,train
36287,3,36287,0,Outerwear,train
36288,5,36288,3,Low-top shoes,train
36290,8,36290,4,Accessories,train
36291,1,36291,2,Pants,train
36292,5,36292,3,Low-top shoes,train
36294,3,36294,0,Outerwear,train
36295,0,36295,1,Shirts,train
36296,1,36296,2,Pants,train
36297,3,36297,0,Outerwear,train
36298,3,36298,0,Outerwear,train
36301,3,36301,0,Outerwear,train
36302,3,36302,0,Outerwear,train
36303,5,36303,3,Low-top shoes,train
36304,6,36304,1,Shirts,train
36306,0,36306,1,Shirts,train
36309,5,36309,3,Low-top shoes,train
36312,1,36312,2,Pants,train
36313,3,36313,0,Outerwear,train
36314,8,36314,4,Accessories,train
36315,1,36315,2,Pants,train
36316,0,36316,1,Shirts,train
36319,4,36319,0,Outerwear,train
36320,6,36320,1,Shirts,train
36322,3,36322,0,Outerwear,train
36323,1,36323,2,Pants,train
36326,7,36326,3,Low-top shoes,train
36328,6,36328,1,Shirts,train
36329,6,36329,1,Shirts,train
36331,2,36331,0,Outerwear,train
36332,8,36332,4,Accessories,train
36336,6,36336,1,Shirts,train
36338,2,36338,0,Outerwear,train
36339,8,36339,4,Accessories,train
36341,0,36341,1,Shirts,train
36342,8,36342,4,Accessories,train
36343,3,36343,0,Outerwear,train
36345,8,36345,4,Accessories,train
36346,5,36346,3,Low-top shoes,train
36348,2,36348,0,Outerwear,train
36350,6,36350,1,Shirts,train
36352,5,36352,3,Low-top shoes,train
36353,6,36353,1,Shirts,train
36354,2,36354,0,Outerwear,train
36355,4,36355,0,Outerwear,train
36357,0,36357,1,Shirts,train
36358,1,36358,2,Pants,train
36362,2,36362,0,Outerwear,train
36363,2,36363,0,Outerwear,train
36366,8,36366,4,Accessories,train
36367,3,36367,0,Outerwear,train
36368,0,36368,1,Shirts,train
36369,7,36369,3,Low-top shoes,train
36370,7,36370,3,Low-top shoes,train
36371,1,36371,2,Pants,train
36373,1,36373,2,Pants,train
36374,3,36374,0,Outerwear,train
36375,7,36375,3,Low-top shoes,train
36376,1,36376,2,Pants,train
36377,3,36377,0,Outerwear,train
36379,5,36379,3,Low-top shoes,train
36380,4,36380,0,Outerwear,train
36383,3,36383,0,Outerwear,train
36384,0,36384,1,Shirts,train
36386,6,36386,1,Shirts,train
36387,3,36387,0,Outerwear,train
36389,2,36389,0,Outerwear,train
36392,6,36392,1,Shirts,train
36393,5,36393,3,Low-top shoes,train
36394,4,36394,0,Outerwear,train
36396,4,36396,0,Outerwear,train
36397,2,36397,0,Outerwear,train
36399,6,36399,1,Shirts,train
36400,3,36400,0,Outerwear,train
36401,0,36401,1,Shirts,train
36402,2,36402,0,Outerwear,train
36403,2,36403,0,Outerwear,train
36404,8,36404,4,Accessories,train
36410,7,36410,3,Low-top shoes,train
36411,5,36411,3,Low-top shoes,train
36412,8,36412,4,Accessories,train
36413,0,36413,1,Shirts,train
36415,0,36415,1,Shirts,train
36417,7,36417,3,Low-top shoes,train
36420,0,36420,1,Shirts,train
36425,2,36425,0,Outerwear,train
36430,7,36430,3,Low-top shoes,train
36431,5,36431,3,Low-top shoes,train
36432,1,36432,2,Pants,train
36433,2,36433,0,Outerwear,train
36435,3,36435,0,Outerwear,train
36437,3,36437,0,Outerwear,train
36438,1,36438,2,Pants,train
36439,7,36439,3,Low-top shoes,train
36440,6,36440,1,Shirts,train
36441,2,36441,0,Outerwear,train
36443,3,36443,0,Outerwear,train
36444,0,36444,1,Shirts,train
36446,5,36446,3,Low-top shoes,train
36447,7,36447,3,Low-top shoes,train
36448,5,36448,3,Low-top shoes,train
36451,5,36451,3,Low-top shoes,train
36453,2,36453,0,Outerwear,train
36454,3,36454,0,Outerwear,train
36457,8,36457,4,Accessories,train
36458,2,36458,0,Outerwear,train
36459,6,36459,1,Shirts,train
36461,1,36461,2,Pants,train
36463,3,36463,0,Outerwear,train
36465,0,36465,1,Shirts,train
36467,1,36467,2,Pants,train
36468,0,36468,1,Shirts,train
36469,7,36469,3,Low-top shoes,train
36471,8,36471,4,Accessories,train
36473,5,36473,3,Low-top shoes,train
36474,6,36474,1,Shirts,train
36476,0,36476,1,Shirts,train
36477,6,36477,1,Shirts,train
36479,0,36479,1,Shirts,train
36480,4,36480,0,Outerwear,train
36483,6,36483,1,Shirts,train
36484,0,36484,1,Shirts,train
36486,7,36486,3,Low-top shoes,train
36487,2,36487,0,Outerwear,train
36488,1,36488,2,Pants,train
36490,4,36490,0,Outerwear,train
36492,4,36492,0,Outerwear,train
36493,4,36493,0,Outerwear,train
36495,1,36495,2,Pants,train
36496,8,36496,4,Accessories,train
36497,3,36497,0,Outerwear,train
36498,3,36498,0,Outerwear,train
36499,2,36499,0,Outerwear,train
36502,2,36502,0,Outerwear,train
36503,4,36503,0,Outerwear,train
36504,3,36504,0,Outerwear,train
36505,8,36505,4,Accessories,train
36507,7,36507,3,Low-top shoes,train
36510,1,36510,2,Pants,train
36511,5,36511,3,Low-top shoes,train
36512,2,36512,0,Outerwear,train
36513,7,36513,3,Low-top shoes,train
36515,1,36515,2,Pants,train
36517,6,36517,1,Shirts,train
36519,1,36519,2,Pants,train
36520,4,36520,0,Outerwear,train
36521,6,36521,1,Shirts,train
36523,5,36523,3,Low-top shoes,train
36525,1,36525,2,Pants,train
36526,1,36526,2,Pants,train
36532,6,36532,1,Shirts,train
36533,2,36533,0,Outerwear,train
36534,3,36534,0,Outerwear,train
36538,8,36538,4,Accessories,train
36539,6,36539,1,Shirts,train
36540,6,36540,1,Shirts,train
36541,6,36541,1,Shirts,train
36543,4,36543,0,Outerwear,train
36548,7,36548,3,Low-top shoes,train
36549,0,36549,1,Shirts,train
36550,2,36550,0,Outerwear,train
36553,8,36553,4,Accessories,train
36554,8,36554,4,Accessories,train
36555,1,36555,2,Pants,train
36557,0,36557,1,Shirts,train
36559,3,36559,0,Outerwear,train
36560,2,36560,0,Outerwear,train
36561,3,36561,0,Outerwear,train
36567,6,36567,1,Shirts,train
36568,1,36568,2,Pants,train
36569,0,36569,1,Shirts,train
36572,2,36572,0,Outerwear,train
36574,1,36574,2,Pants,train
36575,6,36575,1,Shirts,train
36577,7,36577,3,Low-top shoes,train
36579,8,36579,4,Accessories,train
36580,3,36580,0,Outerwear,train
36581,1,36581,2,Pants,train
36582,0,36582,1,Shirts,train
36583,0,36583,1,Shirts,train
36584,6,36584,1,Shirts,train
36586,2,36586,0,Outerwear,train
36587,6,36587,1,Shirts,train
36588,4,36588,0,Outerwear,train
36590,5,36590,3,Low-top shoes,train
36592,8,36592,4,Accessories,train
36594,3,36594,0,Outerwear,train
36595,1,36595,2,Pants,train
36599,5,36599,3,Low-top shoes,train
36600,1,36600,2,Pants,train
36601,5,36601,3,Low-top shoes,train
36602,7,36602,3,Low-top shoes,train
36605,5,36605,3,Low-top shoes,train
36606,2,36606,0,Outerwear,train
36608,3,36608,0,Outerwear,train
36609,3,36609,0,Outerwear,train
36610,8,36610,4,Accessories,train
36614,2,36614,0,Outerwear,train
36617,3,36617,0,Outerwear,train
36618,1,36618,2,Pants,train
36620,5,36620,3,Low-top shoes,train
36621,1,36621,2,Pants,train
36624,8,36624,4,Accessories,train
36625,1,36625,2,Pants,train
36626,6,36626,1,Shirts,train
36629,4,36629,0,Outerwear,train
36630,8,36630,4,Accessories,train
36631,3,36631,0,Outerwear,train
36632,5,36632,3,Low-top shoes,train
36634,8,36634,4,Accessories,train
36637,3,36637,0,Outerwear,train
36638,6,36638,1,Shirts,train
36639,6,36639,1,Shirts,train
36640,7,36640,3,Low-top shoes,train
36641,4,36641,0,Outerwear,train
36642,0,36642,1,Shirts,train
36644,4,36644,0,Outerwear,train
36646,7,36646,3,Low-top shoes,train
36648,7,36648,3,Low-top shoes,train
36649,7,36649,3,Low-top shoes,train
36650,6,36650,1,Shirts,train
36651,7,36651,3,Low-top shoes,train
36652,8,36652,4,Accessories,train
36653,2,36653,0,Outerwear,train
36657,5,36657,3,Low-top shoes,train
36658,2,36658,0,Outerwear,train
36660,1,36660,2,Pants,train
36661,0,36661,1,Shirts,train
36662,8,36662,4,Accessories,train
36665,3,36665,0,Outerwear,train
36666,6,36666,1,Shirts,train
36667,3,36667,0,Outerwear,train
36670,1,36670,2,Pants,train
36671,8,36671,4,Accessories,train
36673,2,36673,0,Outerwear,train
36674,1,36674,2,Pants,train
36675,7,36675,3,Low-top shoes,train
36677,2,36677,0,Outerwear,train
36678,1,36678,2,Pants,train
36679,7,36679,3,Low-top shoes,train
36680,6,36680,1,Shirts,train
36682,4,36682,0,Outerwear,train
36683,1,36683,2,Pants,train
36684,6,36684,1,Shirts,train
36685,6,36685,1,Shirts,train
36687,7,36687,3,Low-top shoes,train
36688,2,36688,0,Outerwear,train
36691,8,36691,4,Accessories,train
36692,3,36692,0,Outerwear,train
36693,8,36693,4,Accessories,train
36694,2,36694,0,Outerwear,train
36695,0,36695,1,Shirts,train
36696,1,36696,2,Pants,train
36697,7,36697,3,Low-top shoes,train
36698,6,36698,1,Shirts,train
36702,6,36702,1,Shirts,train
36704,2,36704,0,Outerwear,train
36706,3,36706,0,Outerwear,train
36707,4,36707,0,Outerwear,train
36708,4,36708,0,Outerwear,train
36711,8,36711,4,Accessories,train
36712,2,36712,0,Outerwear,train
36713,7,36713,3,Low-top shoes,train
36714,1,36714,2,Pants,train
36716,0,36716,1,Shirts,train
36717,6,36717,1,Shirts,train
36718,3,36718,0,Outerwear,train
36719,1,36719,2,Pants,train
36721,7,36721,3,Low-top shoes,train
36722,3,36722,0,Outerwear,train
36723,4,36723,0,Outerwear,train
36724,7,36724,3,Low-top shoes,train
36725,0,36725,1,Shirts,train
36726,6,36726,1,Shirts,train
36727,2,36727,0,Outerwear,train
36728,4,36728,0,Outerwear,train
36729,5,36729,3,Low-top shoes,train
36731,8,36731,4,Accessories,train
36732,3,36732,0,Outerwear,train
36735,5,36735,3,Low-top shoes,train
36738,8,36738,4,Accessories,train
36739,8,36739,4,Accessories,train
36740,4,36740,0,Outerwear,train
36741,1,36741,2,Pants,train
36742,4,36742,0,Outerwear,train
36743,2,36743,0,Outerwear,train
36745,5,36745,3,Low-top shoes,train
36746,8,36746,4,Accessories,train
36748,6,36748,1,Shirts,train
36749,3,36749,0,Outerwear,train
36751,5,36751,3,Low-top shoes,train
36752,7,36752,3,Low-top shoes,train
36754,1,36754,2,Pants,train
36755,1,36755,2,Pants,train
36756,1,36756,2,Pants,train
36758,8,36758,4,Accessories,train
36759,2,36759,0,Outerwear,train
36760,6,36760,1,Shirts,train
36762,6,36762,1,Shirts,train
36766,7,36766,3,Low-top shoes,train
36768,5,36768,3,Low-top shoes,train
36772,6,36772,1,Shirts,train
36773,1,36773,2,Pants,train
36774,8,36774,4,Accessories,train
36775,6,36775,1,Shirts,train
36776,2,36776,0,Outerwear,train
36777,7,36777,3,Low-top shoes,train
36778,6,36778,1,Shirts,train
36779,1,36779,2,Pants,train
36781,5,36781,3,Low-top shoes,train
36782,7,36782,3,Low-top shoes,train
36783,1,36783,2,Pants,train
36784,7,36784,3,Low-top shoes,train
36785,8,36785,4,Accessories,train
36787,4,36787,0,Outerwear,train
36788,2,36788,0,Outerwear,train
36791,6,36791,1,Shirts,train
36792,7,36792,3,Low-top shoes,train
36793,6,36793,1,Shirts,train
36794,8,36794,4,Accessories,train
36796,5,36796,3,Low-top shoes,train
36797,2,36797,0,Outerwear,train
36799,8,36799,4,Accessories,train
36800,4,36800,0,Outerwear,train
36801,6,36801,1,Shirts,train
36802,7,36802,3,Low-top shoes,train
36803,5,36803,3,Low-top shoes,train
36804,8,36804,4,Accessories,train
36805,5,36805,3,Low-top shoes,train
36807,4,36807,0,Outerwear,train
36808,1,36808,2,Pants,train
36809,1,36809,2,Pants,train
36810,3,36810,0,Outerwear,train
36812,5,36812,3,Low-top shoes,train
36814,0,36814,1,Shirts,train
36815,4,36815,0,Outerwear,train
36816,1,36816,2,Pants,train
36817,4,36817,0,Outerwear,train
36818,1,36818,2,Pants,train
36822,6,36822,1,Shirts,train
36824,7,36824,3,Low-top shoes,train
36825,4,36825,0,Outerwear,train
36826,7,36826,3,Low-top shoes,train
36827,0,36827,1,Shirts,train
36829,0,36829,1,Shirts,train
36830,0,36830,1,Shirts,train
36831,8,36831,4,Accessories,train
36832,2,36832,0,Outerwear,train
36833,4,36833,0,Outerwear,train
36834,1,36834,2,Pants,train
36836,1,36836,2,Pants,train
36837,2,36837,0,Outerwear,train
36838,3,36838,0,Outerwear,train
36839,5,36839,3,Low-top shoes,train
36840,4,36840,0,Outerwear,train
36842,5,36842,3,Low-top shoes,train
36843,3,36843,0,Outerwear,train
36844,3,36844,0,Outerwear,train
36845,8,36845,4,Accessories,train
36846,5,36846,3,Low-top shoes,train
36847,3,36847,0,Outerwear,train
36848,3,36848,0,Outerwear,train
36850,7,36850,3,Low-top shoes,train
36851,7,36851,3,Low-top shoes,train
36852,0,36852,1,Shirts,train
36854,7,36854,3,Low-top shoes,train
36855,3,36855,0,Outerwear,train
36856,2,36856,0,Outerwear,train
36857,0,36857,1,Shirts,train
36859,4,36859,0,Outerwear,train
36860,5,36860,3,Low-top shoes,train
36861,8,36861,4,Accessories,train
36862,5,36862,3,Low-top shoes,train
36863,6,36863,1,Shirts,train
36864,6,36864,1,Shirts,train
36865,1,36865,2,Pants,train
36867,1,36867,2,Pants,train
36869,6,36869,1,Shirts,train
36872,7,36872,3,Low-top shoes,train
36873,4,36873,0,Outerwear,train
36874,2,36874,0,Outerwear,train
36875,4,36875,0,Outerwear,train
36876,0,36876,1,Shirts,train
36878,0,36878,1,Shirts,train
36882,4,36882,0,Outerwear,train
36883,7,36883,3,Low-top shoes,train
36885,0,36885,1,Shirts,train
36886,5,36886,3,Low-top shoes,train
36887,1,36887,2,Pants,train
36888,5,36888,3,Low-top shoes,train
36889,8,36889,4,Accessories,train
36890,7,36890,3,Low-top shoes,train
36891,0,36891,1,Shirts,train
36893,7,36893,3,Low-top shoes,train
36894,7,36894,3,Low-top shoes,train
36895,6,36895,1,Shirts,train
36896,8,36896,4,Accessories,train
36897,2,36897,0,Outerwear,train
36898,1,36898,2,Pants,train
36901,4,36901,0,Outerwear,train
36903,8,36903,4,Accessories,train
36904,0,36904,1,Shirts,train
36905,5,36905,3,Low-top shoes,train
36906,2,36906,0,Outerwear,train
36909,6,36909,1,Shirts,train
36910,0,36910,1,Shirts,train
36911,3,36911,0,Outerwear,train
36914,5,36914,3,Low-top shoes,train
36915,4,36915,0,Outerwear,train
36916,0,36916,1,Shirts,train
36917,7,36917,3,Low-top shoes,train
36918,3,36918,0,Outerwear,train
36919,7,36919,3,Low-top shoes,train
36922,7,36922,3,Low-top shoes,train
36923,5,36923,3,Low-top shoes,train
36924,2,36924,0,Outerwear,train
36925,6,36925,1,Shirts,train
36927,4,36927,0,Outerwear,train
36928,3,36928,0,Outerwear,train
36930,2,36930,0,Outerwear,train
36931,3,36931,0,Outerwear,train
36933,8,36933,4,Accessories,train
36935,4,36935,0,Outerwear,train
36937,8,36937,4,Accessories,train
36942,7,36942,3,Low-top shoes,train
36943,1,36943,2,Pants,train
36944,0,36944,1,Shirts,train
36945,8,36945,4,Accessories,train
36946,1,36946,2,Pants,train
36948,1,36948,2,Pants,train
36950,4,36950,0,Outerwear,train
36951,0,36951,1,Shirts,train
36952,4,36952,0,Outerwear,train
36953,2,36953,0,Outerwear,train
36955,4,36955,0,Outerwear,train
36957,6,36957,1,Shirts,train
36958,1,36958,2,Pants,train
36959,7,36959,3,Low-top shoes,train
36960,8,36960,4,Accessories,train
36962,7,36962,3,Low-top shoes,train
36963,2,36963,0,Outerwear,train
36964,6,36964,1,Shirts,train
36966,1,36966,2,Pants,train
36969,7,36969,3,Low-top shoes,train
36970,0,36970,1,Shirts,train
36971,0,36971,1,Shirts,train
36974,1,36974,2,Pants,train
36977,8,36977,4,Accessories,train
36978,3,36978,0,Outerwear,train
36979,2,36979,0,Outerwear,train
36987,2,36987,0,Outerwear,train
36989,4,36989,0,Outerwear,train
36992,0,36992,1,Shirts,train
36994,4,36994,0,Outerwear,train
36995,6,36995,1,Shirts,train
36996,3,36996,0,Outerwear,train
36998,3,36998,0,Outerwear,train
37000,0,37000,1,Shirts,train
37001,3,37001,0,Outerwear,train
37002,2,37002,0,Outerwear,train
37003,7,37003,3,Low-top shoes,train
37005,4,37005,0,Outerwear,train
37011,6,37011,1,Shirts,train
37014,3,37014,0,Outerwear,train
37015,7,37015,3,Low-top shoes,train
37016,1,37016,2,Pants,train
37017,8,37017,4,Accessories,train
37019,6,37019,1,Shirts,train
37021,7,37021,3,Low-top shoes,train
37022,4,37022,0,Outerwear,train
37023,0,37023,1,Shirts,train
37024,3,37024,0,Outerwear,train
37025,7,37025,3,Low-top shoes,train
37027,8,37027,4,Accessories,train
37029,0,37029,1,Shirts,train
37032,2,37032,0,Outerwear,train
37034,7,37034,3,Low-top shoes,train
37035,6,37035,1,Shirts,train
37037,1,37037,2,Pants,train
37039,3,37039,0,Outerwear,train
37042,8,37042,4,Accessories,train
37043,1,37043,2,Pants,train
37044,4,37044,0,Outerwear,train
37046,7,37046,3,Low-top shoes,train
37048,6,37048,1,Shirts,train
37049,0,37049,1,Shirts,train
37052,7,37052,3,Low-top shoes,train
37053,4,37053,0,Outerwear,train
37054,0,37054,1,Shirts,train
37058,7,37058,3,Low-top shoes,train
37060,4,37060,0,Outerwear,train
37063,8,37063,4,Accessories,train
37068,5,37068,3,Low-top shoes,train
37069,6,37069,1,Shirts,train
37071,8,37071,4,Accessories,train
37073,6,37073,1,Shirts,train
37075,8,37075,4,Accessories,train
37077,3,37077,0,Outerwear,train
37079,8,37079,4,Accessories,train
37080,1,37080,2,Pants,train
37083,4,37083,0,Outerwear,train
37084,8,37084,4,Accessories,train
37085,8,37085,4,Accessories,train
37087,7,37087,3,Low-top shoes,train
37091,6,37091,1,Shirts,train
37092,0,37092,1,Shirts,train
37094,8,37094,4,Accessories,train
37095,4,37095,0,Outerwear,train
37096,0,37096,1,Shirts,train
37099,4,37099,0,Outerwear,train
37102,6,37102,1,Shirts,train
37103,6,37103,1,Shirts,train
37105,3,37105,0,Outerwear,train
37106,0,37106,1,Shirts,train
37108,6,37108,1,Shirts,train
37109,7,37109,3,Low-top shoes,train
37110,0,37110,1,Shirts,train
37111,7,37111,3,Low-top shoes,train
37112,4,37112,0,Outerwear,train
37113,7,37113,3,Low-top shoes,train
37114,1,37114,2,Pants,train
37116,6,37116,1,Shirts,train
37117,2,37117,0,Outerwear,train
37118,8,37118,4,Accessories,train
37119,7,37119,3,Low-top shoes,train
37121,3,37121,0,Outerwear,train
37125,4,37125,0,Outerwear,train
37127,4,37127,0,Outerwear,train
37128,4,37128,0,Outerwear,train
37130,7,37130,3,Low-top shoes,train
37131,0,37131,1,Shirts,train
37132,7,37132,3,Low-top shoes,train
37133,7,37133,3,Low-top shoes,train
37135,1,37135,2,Pants,train
37136,4,37136,0,Outerwear,train
37138,7,37138,3,Low-top shoes,train
37139,6,37139,1,Shirts,train
37143,7,37143,3,Low-top shoes,train
37145,4,37145,0,Outerwear,train
37146,2,37146,0,Outerwear,train
37150,0,37150,1,Shirts,train
37152,5,37152,3,Low-top shoes,train
37153,1,37153,2,Pants,train
37154,5,37154,3,Low-top shoes,train
37156,2,37156,0,Outerwear,train
37159,5,37159,3,Low-top shoes,train
37162,7,37162,3,Low-top shoes,train
37164,5,37164,3,Low-top shoes,train
37166,2,37166,0,Outerwear,train
37167,7,37167,3,Low-top shoes,train
37168,6,37168,1,Shirts,train
37171,7,37171,3,Low-top shoes,train
37172,5,37172,3,Low-top shoes,train
37173,7,37173,3,Low-top shoes,train
37174,1,37174,2,Pants,train
37175,3,37175,0,Outerwear,train
37176,1,37176,2,Pants,train
37177,4,37177,0,Outerwear,train
37178,5,37178,3,Low-top shoes,train
37180,2,37180,0,Outerwear,train
37182,4,37182,0,Outerwear,train
37184,4,37184,0,Outerwear,train
37185,3,37185,0,Outerwear,train
37186,0,37186,1,Shirts,train
37188,4,37188,0,Outerwear,train
37189,4,37189,0,Outerwear,train
37190,8,37190,4,Accessories,train
37191,2,37191,0,Outerwear,train
37194,6,37194,1,Shirts,train
37196,7,37196,3,Low-top shoes,train
37197,8,37197,4,Accessories,train
37199,6,37199,1,Shirts,train
37200,5,37200,3,Low-top shoes,train
37202,6,37202,1,Shirts,train
37204,0,37204,1,Shirts,train
37205,4,37205,0,Outerwear,train
37207,2,37207,0,Outerwear,train
37208,3,37208,0,Outerwear,train
37209,7,37209,3,Low-top shoes,train
37210,4,37210,0,Outerwear,train
37212,4,37212,0,Outerwear,train
37213,7,37213,3,Low-top shoes,train
37214,6,37214,1,Shirts,train
37215,6,37215,1,Shirts,train
37216,1,37216,2,Pants,train
37218,6,37218,1,Shirts,train
37221,7,37221,3,Low-top shoes,train
37223,3,37223,0,Outerwear,train
37224,6,37224,1,Shirts,train
37225,4,37225,0,Outerwear,train
37226,7,37226,3,Low-top shoes,train
37227,3,37227,0,Outerwear,train
37228,1,37228,2,Pants,train
37230,6,37230,1,Shirts,train
37233,3,37233,0,Outerwear,train
37234,5,37234,3,Low-top shoes,train
37235,7,37235,3,Low-top shoes,train
37237,6,37237,1,Shirts,train
37238,1,37238,2,Pants,train
37239,1,37239,2,Pants,train
37241,0,37241,1,Shirts,train
37243,6,37243,1,Shirts,train
37244,6,37244,1,Shirts,train
37245,4,37245,0,Outerwear,train
37246,2,37246,0,Outerwear,train
37247,1,37247,2,Pants,train
37248,0,37248,1,Shirts,train
37250,4,37250,0,Outerwear,train
37251,3,37251,0,Outerwear,train
37253,1,37253,2,Pants,train
37254,5,37254,3,Low-top shoes,train
37255,2,37255,0,Outerwear,train
37257,3,37257,0,Outerwear,train
37260,5,37260,3,Low-top shoes,train
37261,3,37261,0,Outerwear,train
37262,3,37262,0,Outerwear,train
37263,2,37263,0,Outerwear,train
37269,4,37269,0,Outerwear,train
37270,8,37270,4,Accessories,train
37271,8,37271,4,Accessories,train
37273,1,37273,2,Pants,train
37275,0,37275,1,Shirts,train
37276,3,37276,0,Outerwear,train
37278,7,37278,3,Low-top shoes,train
37279,4,37279,0,Outerwear,train
37280,6,37280,1,Shirts,train
37284,4,37284,0,Outerwear,train
37285,3,37285,0,Outerwear,train
37286,2,37286,0,Outerwear,train
37288,7,37288,3,Low-top shoes,train
37290,3,37290,0,Outerwear,train
37291,1,37291,2,Pants,train
37292,5,37292,3,Low-top shoes,train
37295,6,37295,1,Shirts,train
37297,7,37297,3,Low-top shoes,train
37298,4,37298,0,Outerwear,train
37301,7,37301,3,Low-top shoes,train
37302,3,37302,0,Outerwear,train
37303,5,37303,3,Low-top shoes,train
37304,6,37304,1,Shirts,train
37305,4,37305,0,Outerwear,train
37306,6,37306,1,Shirts,train
37308,0,37308,1,Shirts,train
37309,4,37309,0,Outerwear,train
37310,8,37310,4,Accessories,train
37311,8,37311,4,Accessories,train
37313,6,37313,1,Shirts,train
37314,2,37314,0,Outerwear,train
37316,6,37316,1,Shirts,train
37317,7,37317,3,Low-top shoes,train
37318,0,37318,1,Shirts,train
37320,4,37320,0,Outerwear,train
37322,2,37322,0,Outerwear,train
37323,2,37323,0,Outerwear,train
37324,2,37324,0,Outerwear,train
37325,4,37325,0,Outerwear,train
37326,6,37326,1,Shirts,train
37327,8,37327,4,Accessories,train
37328,8,37328,4,Accessories,train
37329,1,37329,2,Pants,train
37333,7,37333,3,Low-top shoes,train
37335,3,37335,0,Outerwear,train
37337,1,37337,2,Pants,train
37338,4,37338,0,Outerwear,train
37339,0,37339,1,Shirts,train
37340,0,37340,1,Shirts,train
37341,5,37341,3,Low-top shoes,train
37344,5,37344,3,Low-top shoes,train
37347,2,37347,0,Outerwear,train
37348,8,37348,4,Accessories,train
37349,6,37349,1,Shirts,train
37350,0,37350,1,Shirts,train
37351,2,37351,0,Outerwear,train
37352,3,37352,0,Outerwear,train
37353,7,37353,3,Low-top shoes,train
37354,3,37354,0,Outerwear,train
37356,3,37356,0,Outerwear,train
37357,3,37357,0,Outerwear,train
37358,7,37358,3,Low-top shoes,train
37359,1,37359,2,Pants,train
37360,4,37360,0,Outerwear,train
37361,5,37361,3,Low-top shoes,train
37363,3,37363,0,Outerwear,train
37365,3,37365,0,Outerwear,train
37369,7,37369,3,Low-top shoes,train
37370,6,37370,1,Shirts,train
37371,0,37371,1,Shirts,train
37372,6,37372,1,Shirts,train
37375,6,37375,1,Shirts,train
37376,1,37376,2,Pants,train
37377,6,37377,1,Shirts,train
37378,1,37378,2,Pants,train
37380,0,37380,1,Shirts,train
37383,1,37383,2,Pants,train
37385,0,37385,1,Shirts,train
37386,0,37386,1,Shirts,train
